Project,Package,Class,Method,Smell,Description,Method start line no,File
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesWithoutId,Long Statement,The length of the statement "String textTotest="<camelContext id=\"camel\" xmlns=\"http://camel.apache.org/schema/spring\">\r\n" + "\r\n" + " <route id=\"a route\">\r\n"+ " <from uri=\"direct:cafe\"/>\r\n"+ " <split>\r\n"+ " <method bean=\"orderSplitter\"/>\r\n"+ " <to uri=\"direct:drink\"/>\r\n"+ " </split>\r\n"+ " </route>\r\n"+ "\r\n"+ " <route id=\"another Route\">\r\n"+ " <from uri=\"direct:drink\"/>\r\n"+ " <recipientList>\r\n"+ " <method bean=\"drinkRouter\"/>\r\n"+ " </recipientList>\r\n"+ " </route>\n"+ " <route>\r\n"+ " <from uri=\"direct:drink\"/>\r\n"+ " <recipientList>\r\n"+ " <method bean=\"drinkRouter\"/>\r\n"+ " </recipientList>\r\n"+ " </route>\n"+ "</camelContext>\n";" is 665.,171,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesWithoutId,Magic Number,The method contains a magic number: 11,171,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbolWithNamespaceprefix,Long Statement,The length of the statement "String textTotest="<camel:camelContext id=\"camel\" xmlns:camel=\"http://camel.apache.org/schema/spring\">\r\n" + "\r\n" + " <camel:route id=\"a route\">\r\n"+ " <camel:from uri=\"direct:cafe\"/>\r\n"+ " <camel:split>\r\n"+ " <camel:method bean=\"orderSplitter\"/>\r\n"+ " <camel:to uri=\"direct:drink\"/>\r\n"+ " </camel:split>\r\n"+ " </camel:route>\r\n"+ "\r\n"+ " <camel:route id=\"another Route\">\r\n"+ " <camel:from uri=\"direct:drink\"/>\r\n"+ " <camel:recipientList>\r\n"+ " <camel:method bean=\"drinkRouter\"/>\r\n"+ " </camel:recipientList>\r\n"+ " </camel:route>\n"+ "</camel:camelContext>\n";" is 605.,200,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRoutesProvidedAsDocumentSymbolWithNamespaceprefix,Magic Number,The method contains a magic number: 8,200,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSingleRoute,Magic Number,The method contains a magic number: 4,229,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSingleRoute,Magic Number,The method contains a magic number: 15,229,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSingleRoute,Magic Number,The method contains a magic number: 20,229,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSingleRoute,Magic Number,The method contains a magic number: 55,229,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSeveralRoutes,Long Statement,The length of the statement "List<DocumentSymbol> fromSymbolInformations=documentSymbols.stream().filter(either -> "from direct:route2".equals(either.getRight().getName())).map(Either::getRight).collect(Collectors.toList());" is 195.,245,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSeveralRoutes,Magic Number,The method contains a magic number: 12,245,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSeveralRoutes,Magic Number,The method contains a magic number: 13,245,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSeveralRoutes,Magic Number,The method contains a magic number: 18,245,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testSeveralRoutes,Magic Number,The method contains a magic number: 55,245,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testPartialRoute,Long Statement,The length of the statement "List<DocumentSymbol> fromSymbolInformations=documentSymbols.stream().filter(either -> "from file:src/data".equals(either.getRight().getName())).map(Either::getRight).collect(Collectors.toList());" is 195.,261,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testPartialRoute,Magic Number,The method contains a magic number: 3,261,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testPartialRoute,Magic Number,The method contains a magic number: 3,261,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testPartialRoute,Magic Number,The method contains a magic number: 40,261,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.documentsymbol,DocumentSymbolProcessorTest,testRetrieveDocumentSymbol,Long Statement,The length of the statement "CompletableFuture<List<Either<SymbolInformation`DocumentSymbol>>> documentSymbolFor=getDocumentSymbolFor(camelLanguageServer`uri);" is 130.,300,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\documentsymbol\DocumentSymbolProcessorTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeProcessor,computeChoiceFoldingRanges,Long Statement,The length of the statement "return allNodes.stream().filter(camelNodeDetail -> CHOICE_EIP_NAME.equals(camelNodeDetail.getName())).map(camelNode -> createFoldingRange(textDocumentItem`camelNode)).collect(Collectors.toList());" is 196.,66,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeProcessor,computeRouteFoldingRanges,Long Statement,The length of the statement "return camelNodes.stream().map(camelNode -> createFoldingRange(textDocumentItem`camelNode)).collect(Collectors.toList());" is 121.,77,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithoutEnd,Magic Number,The method contains a magic number: 2,32,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithoutEnd,Magic Number,The method contains a magic number: 6,32,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithoutEnd,Magic Number,The method contains a magic number: 12,32,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithSeveralRoutes,Magic Number,The method contains a magic number: 4,44,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithEnd,Magic Number,The method contains a magic number: 2,54,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithEnd,Magic Number,The method contains a magic number: 6,54,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeChoiceTest,testFoldingRangeWithEnd,Magic Number,The method contains a magic number: 13,54,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeChoiceTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeRouteTest,testFoldingRangeOnJavaFile,Magic Number,The method contains a magic number: 6,34,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeRouteTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeRouteTest,testFoldingRangeOnJavaFile,Magic Number,The method contains a magic number: 9,34,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeRouteTest.java
camel-language-server,com.github.cameltooling.lsp.internal.folding,FoldingRangeRouteTest,testMultipleFoldingRangeOnJavaFile,Magic Number,The method contains a magic number: 3,46,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\folding\FoldingRangeRouteTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineHoverProcessor,getHover,Long Statement,The length of the statement "CamelKModeline camelKModeline=new CamelKModeline(new ParserFileHelperUtil().getLine(textDocumentItem`lineNumber)`textDocumentItem`lineNumber);" is 142.,37,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineHoverProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelPropertiesFileHoverProcessor,getHover,Long Statement,The length of the statement "return new CamelPropertyEntryInstance(propertyEntryTextLine`new Position(line`0)`textDocumentItem).getHover(position`camelCatalog`kameletCatalogManager);" is 153.,38,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\hover\CamelPropertiesFileHoverProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelURIHoverFuture,apply,Long Statement,The length of the statement "hover.setContents(Collections.singletonList((Either.forLeft(uriElement.getDescription(componentModel`kameletCatalogManager)))));" is 128.,43,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\hover\CamelURIHoverFuture.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelURIHoverProcessor,getHover,Long Statement,The length of the statement "ParserFileHelper parserFileHelper=new ParserFileHelperFactory().getCorrespondingParserFileHelper(textDocumentItem`position.getLine());" is 134.,48,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\main\java\com\github\cameltooling\lsp\internal\hover\CamelURIHoverProcessor.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelApiBasedComponentHoverTest,tesOnOption,Magic Number,The method contains a magic number: 45,37,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelApiBasedComponentHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelApiBasedComponentHoverTest,tesOnOption,Magic Number,The method contains a magic number: 44,37,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelApiBasedComponentHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelApiBasedComponentHoverTest,tesOnOption,Magic Number,The method contains a magic number: 60,37,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelApiBasedComponentHoverTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineCamelComponentDependencyTest,testProvideDocumentationOnHover,Long Statement,The length of the statement "assertThat(hover.get().getContents().getLeft().get(0).getLeft()).isEqualTo("Generate messages in specified intervals using java.util.Timer.");" is 142.,35,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineCamelComponentDependencyTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineCamelComponentDependencyTest,testProvideDocumentationOnHover,Magic Number,The method contains a magic number: 24,35,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineCamelComponentDependencyTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineCamelComponentDependencyTest,testRangeOnHover,Magic Number,The method contains a magic number: 24,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineCamelComponentDependencyTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineCamelComponentDependencyTest,testRangeOnHover,Magic Number,The method contains a magic number: 23,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineCamelComponentDependencyTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineCamelComponentDependencyTest,testRangeOnHover,Magic Number,The method contains a magic number: 34,45,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineCamelComponentDependencyTest.java
camel-language-server,com.github.cameltooling.lsp.internal.hover,CamelKModelineCamelComponentDependencyTest,testNoHoverOnNonCamelDependency,Magic Number,The method contains a magic number: 24,55,C:\Dalhousie\ASD (5308)\Assignment 1\camel-language-server\src\test\java\com\github\cameltooling\lsp\internal\hover\CamelKModelineCamelComponentDependencyTest.java
